time	V(vout)
6.031035180341198e-03	1.191923e+00
6.034853143310906e-03	1.288846e+00
6.040902619395896e-03	1.416675e+00
6.049868389441295e-03	1.565545e+00
6.059634014441295e-03	1.714500e+00
6.069399639441295e-03	1.901159e+00
6.076855468488412e-03	2.092290e+00
6.082440440310654e-03	2.266693e+00
6.087952042894153e-03	2.462315e+00
6.106054194445140e-03	3.177722e+00
6.115819819445140e-03	3.521858e+00
6.122354725476597e-03	3.704416e+00
6.130055154692920e-03	3.860399e+00
6.135029414804930e-03	3.928156e+00
6.142685929689208e-03	3.991665e+00
6.162217179689207e-03	4.081075e+00
6.173191003173321e-03	4.198994e+00
6.181896345721593e-03	4.357323e+00
6.198461622996296e-03	4.759755e+00
6.208227247996296e-03	4.979982e+00
6.216998968918096e-03	5.113576e+00
6.225105347200755e-03	5.162424e+00
6.234815508405359e-03	5.126035e+00
6.243675917170126e-03	5.025874e+00
6.263207167170126e-03	4.774391e+00
6.273065057267044e-03	4.722223e+00
6.281884638662932e-03	4.735188e+00
6.299878597369630e-03	4.838696e+00
6.309644222369629e-03	4.846231e+00
6.319159001381393e-03	4.765113e+00
6.324066764476164e-03	4.683504e+00
6.328945287899812e-03	4.576826e+00
6.336475766773407e-03	4.371077e+00
6.356007016773407e-03	3.757528e+00
6.363823361450788e-03	3.549877e+00
6.371517478860215e-03	3.391614e+00
6.375745321310854e-03	3.324450e+00
6.382384311658143e-03	3.242083e+00
6.401737682675257e-03	3.038215e+00
6.410776988190647e-03	2.877434e+00
6.416902808099424e-03	2.722740e+00
6.422879924786809e-03	2.533955e+00
6.428749761386060e-03	2.315856e+00
6.437511530480743e-03	1.947901e+00
6.447277155480742e-03	1.519994e+00
6.457042780480742e-03	1.126997e+00
6.462798530633046e-03	9.289607e-01
6.465091399463959e-03	8.583573e-01
6.467150377610335e-03	7.990649e-01
6.470491394885409e-03	7.109457e-01
6.475831808519695e-03	5.891961e-01
6.483956944197291e-03	4.378784e-01
6.493722569197290e-03	2.747801e-01
6.503488194197290e-03	8.095478e-02
6.510382798810313e-03	-9.848063e-02
6.513274249854580e-03	-1.867123e-01
6.515106799693703e-03	-2.467235e-01
6.518084571559704e-03	-3.508717e-01
6.522870634768166e-03	-5.343069e-01
6.530278076919612e-03	-8.492717e-01
6.540043701919612e-03	-1.290563e+00
6.549809326919611e-03	-1.709483e+00
6.557800618911649e-03	-2.000600e+00
6.562949324976313e-03	-2.155010e+00
6.569596740140438e-03	-2.314441e+00
6.576062816544889e-03	-2.431440e+00
6.595241660133790e-03	-2.680996e+00
6.604536930487794e-03	-2.836056e+00
6.611015144839076e-03	-2.982383e+00
6.616891070993117e-03	-3.144932e+00
6.622669098135252e-03	-3.329051e+00
6.641089797587390e-03	-3.975705e+00
6.650855422587389e-03	-4.264597e+00
6.659206523120458e-03	-4.437840e+00
6.664509271857959e-03	-4.507557e+00
6.669759147919049e-03	-4.547546e+00
6.677770453070244e-03	-4.564283e+00
6.697301703070244e-03	-4.540938e+00
6.707382765625458e-03	-4.591950e+00
6.716767231544031e-03	-4.707160e+00
6.733801251905550e-03	-5.013807e+00
6.743566876905549e-03	-5.161771e+00
6.751749628036955e-03	-5.223331e+00
6.759433593055060e-03	-5.213403e+00
6.769663773567921e-03	-5.100582e+00
6.788630598943519e-03	-4.727354e+00
6.798206911641326e-03	-4.558024e+00
6.807306767049946e-03	-4.454809e+00
6.816527098181195e-03	-4.411719e+00
6.834812752439580e-03	-4.402029e+00
6.844578377439580e-03	-4.343403e+00
6.853305429738180e-03	-4.212852e+00
6.858484362850633e-03	-4.095601e+00
6.863618444702486e-03	-3.951915e+00
6.871482181218282e-03	-3.689753e+00
6.891013431218281e-03	-2.979133e+00
6.898329129622544e-03	-2.754722e+00
6.906029839882627e-03	-2.565560e+00
6.910576200721305e-03	-2.476392e+00
6.917658886467066e-03	-2.363842e+00
6.927424511467065e-03	-2.233398e+00
6.937190136467065e-03	-2.082470e+00
6.945618426133490e-03	-1.897923e+00
6.951010388979311e-03	-1.743865e+00
6.953371350663065e-03	-1.667085e+00
6.957193014759286e-03	-1.531229e+00
6.963247900575772e-03	-1.289973e+00
6.972219713993374e-03	-8.923972e-01
6.981985338993374e-03	-4.490393e-01
6.991750963993374e-03	-4.825146e-02
6.997092205860016e-03	1.381531e-01
6.999188926071408e-03	2.039613e-01
7.001321222690035e-03	2.665648e-01
7.004779365486023e-03	3.590458e-01
7.010296007205870e-03	4.853627e-01
7.018638678448201e-03	6.394187e-01
7.028404303448201e-03	8.002570e-01
7.038169928448201e-03	9.915026e-01
7.044694113849376e-03	1.157576e+00
7.049290682203523e-03	1.297212e+00
7.052394477647859e-03	1.402130e+00
7.057374139981531e-03	1.586824e+00
7.065037724834135e-03	1.901263e+00
7.074803349834135e-03	2.321531e+00
7.084568974834135e-03	2.711225e+00
7.092190105872930e-03	2.962623e+00
7.097186398503032e-03	3.095062e+00
7.104244560868053e-03	3.237456e+00
7.111064968801218e-03	3.331874e+00
7.130593948007255e-03	3.505965e+00
7.139350527901675e-03	3.618760e+00
7.147440594236544e-03	3.773855e+00
7.157158516148257e-03	4.024510e+00
7.175789794531428e-03	4.577146e+00
7.185555419531428e-03	4.804193e+00
7.193304628033686e-03	4.915597e+00
7.198798939796231e-03	4.953363e+00
7.204226810326239e-03	4.959320e+00
7.212460578328408e-03	4.921849e+00
7.231991828328408e-03	4.774642e+00
7.243364086819777e-03	4.768739e+00
7.251288449709006e-03	4.820532e+00
7.268590955203085e-03	5.017413e+00
7.278356580203085e-03	5.094816e+00
7.286163678576477e-03	5.096531e+00
7.293857985424377e-03	5.031739e+00
7.298092095552901e-03	4.967818e+00
7.304739943561614e-03	4.832514e+00
7.324102069580700e-03	4.323742e+00
7.333127902265764e-03	4.114314e+00
7.341519446089267e-03	3.972089e+00
7.351092567134636e-03	3.873471e+00
7.369625218019171e-03	3.759346e+00
7.379390843019171e-03	3.642997e+00
7.387424429386264e-03	3.478599e+00
7.392829205221240e-03	3.328882e+00
7.398174060016828e-03	3.152171e+00
7.406304743799290e-03	2.841444e+00
7.416070368799290e-03	2.438338e+00
7.425835993799290e-03	2.055842e+00
7.432721380757839e-03	1.823739e+00
7.437442125441748e-03	1.687951e+00
7.440423141894150e-03	1.612249e+00
7.445214205596737e-03	1.505754e+00
7.452628334389513e-03	1.370406e+00
7.462393959389513e-03	1.216544e+00
7.472159584389512e-03	1.040477e+00
7.480141502853925e-03	8.466854e-01
7.483721547415067e-03	7.404972e-01
7.485286218392691e-03	6.901370e-01
7.487831705711126e-03	6.031284e-01
7.491944549397164e-03	4.498398e-01
7.498420155344056e-03	1.810869e-01
7.507843169150362e-03	-2.466318e-01
7.517608794150362e-03	-6.882104e-01
7.526890312421683e-03	-1.057857e+00
7.531554016786401e-03	-1.214677e+00
7.535593376913184e-03	-1.333024e+00
7.539230416041342e-03	-1.425912e+00
7.545013645642373e-03	-1.549534e+00
7.553674809114026e-03	-1.694296e+00
7.563440434114025e-03	-1.838999e+00
7.573206059114025e-03	-2.015678e+00
7.579153169877948e-03	-2.156480e+00
7.583563745264878e-03	-2.280381e+00
7.586848340541508e-03	-2.383352e+00
7.592103404852653e-03	-2.565171e+00
7.609886895197929e-03	-3.257211e+00
7.619652520197928e-03	-3.602415e+00
7.626723033555524e-03	-3.800700e+00
7.634424761426323e-03	-3.955458e+00
7.639113450775835e-03	-4.018843e+00
7.646389957124375e-03	-4.078884e+00
7.665921207124375e-03	-4.152266e+00
7.674092970317566e-03	-4.218344e+00
7.681777323625425e-03	-4.325495e+00
7.692027731835757e-03	-4.533662e+00
7.711007368289918e-03	-4.977351e+00
7.720567568560550e-03	-5.129274e+00
7.729644531003240e-03	-5.183691e+00
7.738876568101571e-03	-5.145373e+00
7.747404942508089e-03	-5.045671e+00
7.766936192508089e-03	-4.770947e+00
7.777617171153376e-03	-4.698694e+00
7.785968119569608e-03	-4.700253e+00
7.803606717699259e-03	-4.785427e+00
7.813372342699259e-03	-4.792490e+00
7.820673595204239e-03	-4.741631e+00
7.828374399938800e-03	-4.623878e+00
7.832929374216903e-03	-4.523700e+00
7.840023870067866e-03	-4.329895e+00
7.859555120067866e-03	-3.701025e+00
7.867968137396727e-03	-3.465642e+00
7.875706093294662e-03	-3.296761e+00
7.885589610668405e-03	-3.147171e+00
7.904331666243752e-03	-2.943667e+00
7.914097291243751e-03	-2.780456e+00
7.921521590544926e-03	-2.596209e+00
7.927116206943611e-03	-2.419395e+00
7.932636697505716e-03	-2.215675e+00
7.940984058958982e-03	-1.866828e+00
7.950749683958981e-03	-1.435097e+00
7.960515308958981e-03	-1.031465e+00
7.967031301115708e-03	-8.001885e-01
7.969712497466877e-03	-7.160314e-01
7.971625126704681e-03	-6.600547e-01
7.974731614029491e-03	-5.762171e-01
7.979715397388605e-03	-4.587912e-01
7.987384372445252e-03	-3.105813e-01
7.997149997445252e-03	-1.468545e-01
8.006915622445251e-03	3.935377e-02
8.014528716394111e-03	2.301234e-01
8.017858748110961e-03	3.299246e-01
8.019521811807631e-03	3.836679e-01
8.022226360174113e-03	4.765374e-01
8.026588460391181e-03	6.398271e-01
8.033416094667492e-03	9.233225e-01
8.043181719667492e-03	1.360528e+00
8.052947344667492e-03	1.784764e+00
8.061694265205950e-03	2.110832e+00
8.067452352170251e-03	2.285292e+00
8.073533270420367e-03	2.432513e+00
8.079496813514468e-03	2.543438e+00
8.088365795362026e-03	2.665028e+00
8.098131420362026e-03	2.780179e+00
8.107897045362026e-03	2.927348e+00
8.115636577847005e-03	3.092035e+00
8.121133906782155e-03	3.238770e+00
8.126564569234000e-03	3.405513e+00
8.144567408376562e-03	4.025065e+00
8.154333033376562e-03	4.317065e+00
8.163824293854418e-03	4.514579e+00
8.168740401738995e-03	4.577500e+00
8.173626828278161e-03	4.614509e+00
8.181167764388510e-03	4.630351e+00
8.200699014388510e-03	4.587935e+00
8.211955403766394e-03	4.627858e+00
8.220432750779232e-03	4.719694e+00
8.236688234522950e-03	4.993115e+00
8.246453859522950e-03	5.143037e+00
8.255471149602336e-03	5.216142e+00
8.263852736058752e-03	5.204843e+00
8.273430687154401e-03	5.097168e+00
8.282201029085385e-03	4.932397e+00
8.301732279085384e-03	4.531774e+00
8.311818353688426e-03	4.401948e+00
8.320511822660024e-03	4.350313e+00
8.338411628403722e-03	4.326191e+00
8.348177253403722e-03	4.269248e+00
8.355056824403949e-03	4.177184e+00
8.362758577534900e-03	4.012729e+00
8.367552791274572e-03	3.878564e+00
8.374971130391986e-03	3.631945e+00
8.394502380391985e-03	2.906448e+00
8.402478388819114e-03	2.651130e+00
8.410168749312972e-03	2.453462e+00
8.414285790787264e-03	2.367702e+00
8.420767389238347e-03	2.256368e+00
8.439962177187059e-03	1.978148e+00
8.449235026191639e-03	1.785082e+00
8.453890060826948e-03	1.658270e+00
8.457927072249729e-03	1.530530e+00
8.461566314395270e-03	1.401585e+00
8.467352806719458e-03	1.172531e+00
8.476017786297982e-03	7.902222e-01
8.485783411297982e-03	3.441816e-01
8.495549036297982e-03	-6.419183e-02
8.501488970488353e-03	-2.757259e-01
8.503872263035048e-03	-3.512437e-01
8.505897318676795e-03	-4.111027e-01
8.509184059068052e-03	-4.999962e-01
8.514442373589944e-03	-6.225299e-01
8.522464346324090e-03	-7.733333e-01
8.532229971324089e-03	-9.326147e-01
8.541995596324089e-03	-1.116317e+00
8.549059454465094e-03	-1.289843e+00
8.553844069024140e-03	-1.432096e+00
8.556761193722553e-03	-1.528796e+00
8.561453636239334e-03	-1.699006e+00
8.568735214787671e-03	-1.991583e+00
8.578500839787671e-03	-2.407650e+00
8.588266464787671e-03	-2.799254e+00
8.596431345376984e-03	-3.071202e+00
8.604115938970739e-03	-3.264641e+00
8.608095186242967e-03	-3.340336e+00
8.614378979079079e-03	-3.429941e+00
8.633366598610057e-03	-3.589400e+00
8.642916703874308e-03	-3.695694e+00
8.651979399922103e-03	-3.856809e+00
8.661218721001935e-03	-4.084582e+00
8.679517908026206e-03	-4.613602e+00
8.689283533026206e-03	-4.841445e+00
8.697973247058396e-03	-4.964889e+00
8.703164629959599e-03	-4.997808e+00
8.708310380968566e-03	-5.001928e+00
8.716189087919454e-03	-4.963883e+00
8.735720337919453e-03	-4.796079e+00
8.746139676863676e-03	-4.768629e+00
8.755273783984227e-03	-4.810137e+00
8.772141223499612e-03	-4.984100e+00
8.781906848499612e-03	-5.060525e+00
8.790310378416832e-03	-5.063127e+00
8.798039065414627e-03	-4.997000e+00
8.807926894101693e-03	-4.817852e+00
8.826671804733644e-03	-4.314905e+00
8.836437429733644e-03	-4.069608e+00
8.845988176061153e-03	-3.892837e+00
8.854973344400170e-03	-3.789340e+00
8.873089229201202e-03	-3.665426e+00
8.882854854201202e-03	-3.553179e+00
8.889365778848668e-03	-3.430617e+00
8.897066059907349e-03	-3.227250e+00
8.902052388820136e-03	-3.063199e+00
8.909724692083437e-03	-2.771627e+00
8.919490317083436e-03	-2.365316e+00
8.929255942083436e-03	-1.972089e+00
8.936864068336218e-03	-1.706168e+00
8.941855189824212e-03	-1.558224e+00
8.944561782522271e-03	-1.487203e+00
8.948927075148645e-03	-1.385583e+00
8.955759166761109e-03	-1.253423e+00
8.965524791761109e-03	-1.095330e+00
8.975290416761109e-03	-9.251917e-01
8.984031951034997e-03	-7.216668e-01
8.988198463203307e-03	-6.003963e-01
8.989783568361869e-03	-5.498215e-01
8.992105879240160e-03	-4.713285e-01
8.995866297519951e-03	-3.335418e-01
9.001831471102475e-03	-9.094648e-02
9.010702303137911e-03	3.066814e-01
9.020467928137911e-03	7.523856e-01
9.030233553137911e-03	1.152743e+00
9.035776665638852e-03	1.343856e+00
9.040064788258100e-03	1.470755e+00
9.043466710739780e-03	1.558464e+00
9.048898924874661e-03	1.676711e+00
9.057138053712317e-03	1.816773e+00
9.066903678712317e-03	1.957763e+00
9.076669303712316e-03	2.123028e+00
9.083372123531094e-03	2.273214e+00
9.091073396007949e-03	2.492393e+00
9.095961525443941e-03	2.656165e+00
9.103504713554726e-03	2.936659e+00
9.113270338554726e-03	3.317369e+00
9.123035963554725e-03	3.665790e+00
9.130833937409606e-03	3.887811e+00
9.138528428339678e-03	4.043275e+00
9.142768708133180e-03	4.101649e+00
9.149425270467649e-03	4.159481e+00
9.168795991920484e-03	4.218768e+00
9.177808536088808e-03	4.275264e+00
9.186184602430977e-03	4.379662e+00
9.195765229746827e-03	4.561289e+00
9.214303033249494e-03	4.981445e+00
9.224068658249493e-03	5.140232e+00
9.232087497859363e-03	5.197917e+00
9.237496958486543e-03	5.195281e+00
9.242846164741775e-03	5.161859e+00
9.250982281308733e-03	5.064681e+00
9.270513531308732e-03	4.767703e+00
9.280270896943589e-03	4.680011e+00
9.289887586127671e-03	4.662312e+00
9.307073879554564e-03	4.728301e+00
9.316839504554563e-03	4.736012e+00
9.324812240709017e-03	4.682172e+00
9.332502687885769e-03	4.564294e+00
9.336622050544131e-03	4.474292e+00
9.343106961657953e-03	4.299668e+00
9.362305145398434e-03	3.669427e+00
9.371573194915467e-03	3.393635e+00
9.380259155581149e-03	3.192692e+00
9.389687906814976e-03	3.040657e+00
9.408120616689893e-03	2.830744e+00
9.417886241689892e-03	2.670799e+00
9.423822213917944e-03	2.531812e+00
9.428229333382129e-03	2.404967e+00
9.431517257026695e-03	2.297283e+00
9.436777364198911e-03	2.103754e+00
9.444801601605416e-03	1.769387e+00
9.454567226605416e-03	1.334892e+00
9.464332851605415e-03	9.233421e-01
9.471393037571193e-03	6.667616e-01
9.474380616263519e-03	5.715259e-01
9.476176320101609e-03	5.182744e-01
9.479094782770040e-03	4.380402e-01
9.483789293795951e-03	3.244444e-01
9.491073666956956e-03	1.791002e-01
9.500839291956956e-03	1.401513e-02
9.510604916956955e-03	-1.665705e-01
9.518766001742453e-03	-3.644623e-01
9.522474874233456e-03	-4.737287e-01
9.523988260859616e-03	-5.220017e-01
9.526450726896365e-03	-6.050737e-01
9.530432820138882e-03	-7.507632e-01
9.536720721021750e-03	-1.005505e+00
9.555712729666547e-03	-1.841962e+00
9.565257266695430e-03	-2.207840e+00
9.572112266629278e-03	-2.418075e+00
9.577877945937384e-03	-2.557259e+00
9.583555441162822e-03	-2.663417e+00
9.592091851263113e-03	-2.780335e+00
9.601857476263112e-03	-2.889871e+00
9.611623101263112e-03	-3.025278e+00
9.620304947815990e-03	-3.200047e+00
9.625498949591362e-03	-3.333879e+00
9.630647154533389e-03	-3.486310e+00
9.648294631845290e-03	-4.080133e+00
9.658060256845289e-03	-4.372571e+00
9.665347592949732e-03	-4.535840e+00
9.673048484354728e-03	-4.644770e+00
9.677611728428102e-03	-4.678731e+00
9.684717553565494e-03	-4.693459e+00
9.704248803565494e-03	-4.634039e+00
9.716535041975940e-03	-4.659877e+00
9.724197942762585e-03	-4.731977e+00
9.739241774212244e-03	-4.964973e+00
9.749007399212244e-03	-5.116012e+00
9.758773024212243e-03	-5.203378e+00
9.768319686593535e-03	-5.191946e+00
9.777307026006489e-03	-5.088496e+00
9.785658871464558e-03	-4.929799e+00
9.805190121464557e-03	-4.505967e+00
9.814375244434603e-03	-4.366789e+00
9.824386257008516e-03	-4.287110e+00
9.841826005226534e-03	-4.248176e+00
9.851591630226534e-03	-4.193480e+00
9.859197038340640e-03	-4.094296e+00
9.866894790750829e-03	-3.930345e+00
9.871261828414087e-03	-3.809078e+00
9.878096355935615e-03	-3.584609e+00
9.897627605935615e-03	-2.846783e+00
9.906366193927105e-03	-2.553941e+00
9.912114276722242e-03	-2.393735e+00
9.918197995011219e-03	-2.254541e+00
9.924164059115437e-03	-2.144866e+00
9.942801526442720e-03	-1.869693e+00
9.952567151442720e-03	-1.676837e+00
9.958108268353742e-03	-1.530266e+00
9.962395800215929e-03	-1.395741e+00
9.965798285863579e-03	-1.276048e+00
9.971231347214778e-03	-1.063417e+00
9.979471521295673e-03	-7.031264e-01
9.989237146295673e-03	-2.551005e-01
9.999002771295673e-03	1.622238e-01
1.000000000000000e-02	2.011625e-01
